         h          k          l       FREE         FP      SIGFP         FC       PHIC     FC_ALL   PHIC_ALL        FWT       PHWT     DELFWT    PHDELWT        FOM  FC_ALL_LS PHIC_ALL_LS         h          k          l       FREE         FP      SIGFP         FC       PHIC     FC_ALL        PHIC_ALL        FWT          PHWT       DELFWT      PHDELWT         FOM     FC_ALL_LS   PHIC_ALL_LS         h          k          l       FREE         FP      SIGFP         FC       PHIC     FC_ALL        PHIC_ALL        FWT          PHWT       DELFWT      PHDELWT         FOM     FC_ALL_LS   PHIC_ALL_LS         h          k          l       FREE         FP      SIGFP         FC       PHIC     FC_ALL   PHIC_ALL        FWT       PHWT     DELFWT    PHDELWT        FOM  FC_ALL_LS PHIC_ALL_LS         h          k          l       FREE         FP      SIGFP         FC       PHIC         h          k          l       FREE         FP      SIGFP         FC       PHIC     FC_ALL   PHIC_ALL        FWT       PHWT     DELFWT    PHDELWT        FOM  FC_ALL_LS PHIC_ALL_LS 	h 	k 	l 	FREE 	FP 	SIGFP 	FC 	PHIC 	FC_ALL 	PHIC_ALL 	FWT 	PHWT 	DELFWT 	PHDELWT 	FOM 	FC_ALL_LS 	PHIC_ALL_LS 	
5622	-19  	14  	20  	1  	45.15 	6.05 	17.15 	5.12 	16.62 	5.12 	28.79 	5.12 	12.17 	5.12 	0.50 	15.95 	5.19
5623	-19  	14  	21  	1  	89.95 	3.42 	77.44 	4.82 	75.33 	4.82 	97.34 	4.82 	22.01 	4.82 	0.96 	76.38 	4.82
5624	-19  	14  	22  	1  	24.16 	10.49 	25.40 	5.37 	24.63 	5.37 	2.45 	2.23 	27.08 	2.23 	0.46 	26.24 	5.41
5625	-19  	14  	23  	1  	45.09 	4.40 	57.63 	4.88 	55.48 	4.88 	26.61 	4.88 	28.87 	1.74 	0.91 	57.61 	4.89
5626	-19  	14  	24  	0  	45.43 	4.26 	43.99 	2.48 	42.05 	2.48 	42.05 	2.48 	0.00 	0.00 	0.00 	44.40 	2.48
5627	-19  	14  	25  	1  	35.87 	4.97 	16.11 	0.84 	15.41 	0.84 	33.17 	0.84 	17.76 	0.84 	0.68 	15.12 	0.84
5628	-19  	14  	26  	1  	35.62 	6.21 	56.36 	2.46 	54.17 	2.46 	11.95 	2.46 	42.22 	5.60 	0.93 	56.01 	2.46
5629	-19  	14  	27  	1  	48.86 	4.48 	49.95 	3.11 	46.15 	3.11 	46.70 	3.11 	0.55 	3.11 	0.95 	49.93 	3.12
5630	-19  	14  	28  	1  	20.60 	8.68 	23.59 	2.23 	21.64 	2.23 	6.16 	2.23 	15.48 	5.37 	0.67 	23.47 	2.27
5631	-19  	14  	29  	0  	59.98 	3.15 	62.53 	1.79 	56.30 	1.79 	56.30 	1.79 	0.00 	0.00 	0.00 	62.60 	1.79
5632	-19  	15  	1  	1  	109.50 	3.39 	104.95 	2.64 	97.71 	2.64 	110.87 	2.64 	13.16 	2.64 	0.95 	104.30 	2.61
5633	-19  	15  	2  	1  	21.44 	15.09 	48.78 	6.17 	45.18 	6.17 	29.23 	3.03 	74.41 	3.03 	0.37 	44.55 	6.19
5634	-19  	15  	3  	1  	69.00 	3.48 	64.87 	4.18 	60.56 	4.18 	59.68 	4.18 	0.88 	1.04 	0.87 	67.50 	4.19
5635	-19  	15  	4  	1  	119.29 	2.77 	131.22 	2.72 	122.04 	2.72 	108.27 	2.72 	13.77 	5.86 	0.97 	128.00 	2.73
5636	-19  	15  	5  	0  	120.20 	2.67 	51.91 	1.14 	48.30 	1.14 	48.30 	1.14 	0.00 	0.00 	0.00 	51.25 	1.22
5637	-19  	15  	6  	1  	140.21 	2.62 	147.85 	2.63 	137.73 	2.63 	135.34 	2.63 	2.39 	5.77 	0.97 	152.96 	2.65
5638	-19  	15  	7  	1  	224.82 	3.72 	209.51 	6.22 	195.08 	6.22 	249.37 	6.22 	54.30 	6.22 	0.99 	212.48 	6.20
5639	-19  	15  	8  	1  	148.89 	3.34 	154.78 	0.99 	144.60 	0.99 	146.45 	0.99 	1.85 	0.99 	0.98 	150.20 	1.00
5640	-19  	15  	9  	1  	231.15 	4.15 	238.92 	6.27 	224.09 	6.27 	234.10 	6.27 	10.02 	6.27 	0.99 	239.84 	6.28
5641	-19  	15  	10  	1  	126.19 	2.37 	140.28 	2.37 	132.17 	2.37 	113.67 	2.37 	18.50 	5.52 	0.97 	141.77 	2.38
5642	-19  	15  	11  	1  	83.75 	1.97 	78.65 	1.01 	74.51 	1.01 	82.03 	1.01 	7.52 	1.01 	0.93 	80.71 	1.04
5643	-19  	15  	12  	1  	202.34 	4.31 	214.52 	2.50 	204.67 	2.50 	196.41 	2.50 	8.26 	5.64 	0.99 	213.34 	2.51
5644	-19  	15  	13  	1  	75.42 	4.17 	104.52 	1.78 	100.51 	1.78 	43.67 	1.78 	56.84 	4.92 	0.96 	107.51 	1.76
5645	-19  	15  	14  	1  	37.19 	6.39 	57.63 	0.56 	55.54 	0.56 	4.22 	0.56 	51.31 	3.70 	0.80 	60.90 	0.52
5646	-19  	15  	15  	1  	144.28 	3.45 	166.21 	0.71 	159.88 	0.71 	123.69 	0.71 	36.19 	3.85 	0.98 	168.12 	0.70
5647	-19  	15  	16  	1  	89.34 	6.13 	91.72 	0.01 	88.80 	0.01 	80.49 	0.01 	8.31 	3.15 	0.95 	92.99 	6.27
5648	-19  	15  	17  	1  	92.78 	2.98 	65.38 	3.27 	64.31 	3.27 	110.97 	3.27 	46.66 	3.27 	0.94 	64.75 	3.24
5649	-19  	15  	18  	1  	47.41 	4.85 	34.35 	3.26 	33.69 	3.26 	39.69 	3.26 	6.00 	3.26 	0.77 	34.64 	3.23
5650	-19  	15  	19  	1  	84.33 	3.71 	91.54 	5.39 	88.70 	5.39 	72.80 	5.39 	15.90 	2.24 	0.96 	93.98 	5.36
5651	-19  	15  	20  	1  	83.23 	4.30 	96.37 	2.98 	93.72 	2.98 	66.78 	2.98 	26.94 	6.12 	0.96 	96.58 	2.98
5652	-19  	15  	21  	1  	78.46 	3.66 	77.58 	3.70 	75.30 	3.70 	75.06 	3.70 	0.24 	0.56 	0.96 	79.42 	3.71
5653	-19  	15  	22  	1  	82.90 	4.03 	54.12 	4.73 	52.17 	4.73 	105.05 	4.73 	52.88 	4.73 	0.95 	55.29 	4.73
5654	-19  	15  	23  	1  	36.98 	5.40 	23.40 	1.52 	22.38 	1.52 	31.77 	1.52 	9.40 	1.52 	0.73 	23.43 	1.50
5655	-19  	15  	24  	1  	30.39 	6.15 	30.68 	0.76 	29.35 	0.76 	18.80 	0.76 	10.55 	3.90 	0.79 	31.52 	0.76
5656	-19  	15  	25  	0  	18.59 	12.40 	12.84 	0.35 	12.32 	0.35 	12.32 	0.35 	0.00 	0.00 	0.00 	13.23 	0.35
5657	-19  	15  	26  	0  	6.39 	30.81 	9.04 	3.09 	8.47 	3.09 	8.47 	3.09 	0.00 	0.00 	0.00 	8.86 	3.09
5658	-19  	15  	27  	1  	34.22 	5.74 	16.72 	1.20 	15.33 	1.20 	37.16 	1.20 	21.84 	1.20 	0.77 	16.57 	1.19
5659	-19  	15  	28  	1  	42.37 	4.84 	39.34 	4.93 	35.73 	4.93 	43.71 	4.93 	7.99 	4.93 	0.94 	39.28 	4.93
5660	-19  	15  	29  	1  	25.70 	5.52 	15.03 	3.78 	13.32 	3.78 	20.09 	3.78 	6.77 	3.78 	0.65 	14.91 	3.75
5661	-19  	16  	1  	1  	41.11 	6.76 	43.01 	1.83 	40.25 	1.83 	12.45 	1.83 	27.80 	4.97 	0.64 	42.87 	1.83
5662	-19  	16  	2  	1  	175.52 	3.01 	197.00 	4.47 	184.26 	4.47 	161.62 	4.47 	22.64 	1.33 	0.99 	199.00 	4.47
5663	-19  	16  	3  	1  	57.08 	5.08 	33.55 	0.85 	31.39 	0.85 	45.60 	0.85 	14.21 	0.85 	0.67 	35.77 	0.81
5664	-19  	16  	4  	1  	66.22 	3.95 	77.37 	5.62 	72.43 	5.62 	46.19 	5.62 	26.24 	2.48 	0.90 	79.16 	5.60
5665	-19  	16  	5  	1  	80.24 	3.04 	32.37 	2.26 	30.35 	2.26 	94.94 	2.26 	64.60 	2.26 	0.78 	31.88 	2.28
5666	-19  	16  	6  	1  	43.33 	5.80 	68.14 	2.97 	64.01 	2.97 	6.35 	2.97 	57.67 	6.11 	0.81 	69.34 	2.96
5667	-19  	16  	7  	1  	82.05 	3.10 	75.28 	2.98 	70.90 	2.98 	80.53 	2.98 	9.63 	2.98 	0.92 	78.74 	2.95
5668	-19  	16  	8  	1  	96.74 	3.06 	102.80 	0.34 	97.14 	0.34 	87.70 	0.34 	9.43 	3.48 	0.96 	107.28 	0.36
5669	-19  	16  	9  	1  	99.19 	2.51 	111.33 	3.75 	105.68 	3.75 	85.28 	3.75 	20.41 	0.61 	0.96 	110.65 	3.73
5670	-19  	16  	10  	1  	108.98 	2.52 	127.45 	4.66 	121.66 	4.66 	90.33 	4.66 	31.34 	1.52 	0.97 	128.53 	4.67
5671	-19  	16  	11  	1  	98.35 	2.05 	116.56 	5.07 	111.97 	5.07 	78.82 	5.07 	33.14 	1.93 	0.97 	114.47 	5.08
5672	-19  	16  	12  	1  	145.49 	2.72 	137.72 	5.66 	132.79 	5.66 	153.30 	5.66 	20.51 	5.66 	0.98 	137.99 	5.66
5673	-19  	16  	13  	1  	148.70 	3.38 	134.68 	5.84 	129.65 	5.84 	161.97 	5.84 	32.32 	5.84 	0.98 	132.48 	5.83
5674	-19  	16  	14  	1  	57.23 	3.96 	51.91 	2.54 	49.88 	2.54 	45.55 	2.54 	4.33 	5.68 	0.83 	51.62 	2.49
5675	-19  	16  	15  	1  	84.91 	3.82 	75.04 	5.41 	73.06 	5.41 	86.30 	5.41 	13.24 	5.41 	0.94 	74.77 	5.41
5676	-19  	16  	16  	1  	70.97 	3.45 	77.64 	0.09 	76.70 	0.09 	57.08 	0.09 	19.63 	3.23 	0.94 	79.68 	0.10
5677	-19  	16  	17  	1  	19.73 	11.38 	27.64 	0.35 	27.04 	0.35 	13.46 	3.49 	40.50 	3.49 	0.34 	24.77 	0.32
5678	-19  	16  	18  	1  	70.26 	3.75 	51.53 	4.70 	49.95 	4.70 	77.63 	4.70 	27.68 	4.70 	0.91 	50.12 	4.73
5679	-19  	16  	19  	1  	23.05 	10.80 	27.11 	4.18 	26.37 	4.18 	6.65 	1.04 	33.01 	1.04 	0.43 	27.70 	4.21
5680	-19  	16  	20  	1  	20.40 	13.64 	40.47 	0.96 	39.29 	0.96 	18.08 	4.11 	57.36 	4.11 	0.52 	40.26 	0.97
5681	-19  	16  	21  	1  	30.12 	9.20 	36.46 	2.25 	35.16 	2.25 	7.68 	2.25 	27.49 	5.40 	0.71 	36.56 	2.25
5682	-19  	16  	22  	0  	18.98 	13.71 	34.90 	3.70 	33.39 	3.70 	33.39 	3.70 	0.00 	0.00 	0.00 	35.87 	3.72
5683	-19  	16  	23  	1  	78.54 	3.56 	73.00 	2.69 	69.83 	2.69 	82.84 	2.69 	13.02 	2.69 	0.97 	72.63 	2.69
5684	-19  	16  	24  	0  	49.38 	4.48 	25.86 	2.96 	24.80 	2.96 	24.80 	2.96 	0.00 	0.00 	0.00 	25.63 	2.95
5685	-19  	16  	26  	0  	40.84 	4.93 	41.86 	4.73 	38.35 	4.73 	38.35 	4.73 	0.00 	0.00 	0.00 	41.81 	4.74
5686	-19  	16  	27  	1  	33.03 	6.61 	33.92 	2.75 	31.00 	2.75 	28.15 	2.75 	2.85 	5.90 	0.90 	33.97 	2.77
5687	-19  	16  	28  	0  	25.69 	6.00 	21.01 	4.20 	18.76 	4.20 	18.76 	4.20 	0.00 	0.00 	0.00 	21.23 	4.20
5688	-19  	17  	1  	1  	100.45 	3.20 	137.65 	2.18 	130.42 	2.18 	64.31 	2.18 	66.12 	5.33 	0.97 	141.48 	2.20
5689	-19  	17  	2  	1  	106.24 	2.67 	131.46 	5.48 	124.47 	5.48 	81.52 	5.48 	42.95 	2.34 	0.97 	129.32 	5.48
5690	-19  	17  	3  	1  	84.49 	3.84 	50.90 	2.27 	48.20 	2.27 	103.09 	2.27 	54.88 	2.27 	0.90 	51.17 	2.34
5691	-19  	17  	4  	1  	148.79 	2.67 	131.89 	6.23 	125.02 	6.23 	166.22 	6.23 	41.20 	6.23 	0.98 	131.59 	6.23
5692	-19  	17  	5  	1  	111.96 	3.11 	70.09 	0.70 	66.56 	0.70 	145.46 	0.70 	78.90 	0.70 	0.95 	72.61 	0.68
5693	-19  	17  	6  	1  	21.32 	10.29 	35.92 	4.89 	34.19 	4.89 	17.27 	1.75 	51.46 	1.75 	0.40 	34.92 	4.90
5694	-19  	17  	7  	0  	118.11 	3.19 	89.38 	2.65 	85.36 	2.65 	85.36 	2.65 	0.00 	0.00 	0.00 	95.28 	2.62
5695	-19  	17  	8  	1  	22.59 	9.03 	48.72 	3.86 	46.72 	3.86 	20.79 	0.72 	67.50 	0.72 	0.57 	50.27 	3.83
5696	-19  	17  	9  	1  	214.11 	3.43 	199.15 	5.08 	191.85 	5.08 	233.08 	5.08 	41.23 	5.08 	0.99 	196.72 	5.08
5697	-19  	17  	10  	1  	97.70 	2.92 	83.16 	3.34 	80.15 	3.34 	106.79 	3.34 	26.64 	3.34 	0.96 	82.84 	3.35
5698	-19  	17  	11  	1  	58.40 	3.52 	51.21 	5.26 	49.30 	5.26 	51.02 	5.26 	1.72 	5.26 	0.86 	51.67 	5.24
5699	-19  	17  	12  	1  	27.20 	2.52 	36.85 	3.71 	35.42 	3.71 	7.93 	0.57 	43.35 	0.57 	0.51 	35.39 	3.73
5700	-19  	17  	13  	1  	88.67 	3.25 	68.56 	3.76 	66.43 	3.76 	98.76 	3.76 	32.33 	3.76 	0.93 	68.41 	3.75
5701	-19  	17  	14  	1  	82.30 	4.19 	79.66 	4.11 	78.17 	4.11 	77.58 	4.11 	0.59 	0.97 	0.95 	80.44 	4.09
5702	-19  	17  	15  	1  	49.64 	6.23 	13.55 	4.02 	13.35 	4.02 	32.91 	4.02 	19.55 	4.02 	0.47 	15.67 	4.08
5703	-19  	17  	16  	1  	30.45 	7.75 	24.50 	4.34 	23.89 	4.34 	5.33 	4.34 	18.55 	1.20 	0.48 	25.80 	4.25
5704	-19  	17  	17  	1  	32.37 	7.49 	26.82 	2.30 	26.02 	2.30 	9.56 	2.30 	16.46 	5.44 	0.55 	26.00 	2.32
5705	-19  	17  	18  	1  	17.61 	14.33 	27.31 	5.13 	26.58 	5.13 	15.64 	1.99 	42.22 	1.99 	0.31 	26.97 	5.10
5706	-19  	17  	19  	1  	96.28 	3.28 	74.07 	2.23 	71.84 	2.23 	113.98 	2.23 	42.14 	2.23 	0.96 	73.96 	2.23
5707	-19  	17  	20  	1  	124.51 	3.60 	136.70 	4.99 	131.78 	4.99 	113.93 	4.99 	17.85 	1.84 	0.99 	138.33 	4.99
5708	-19  	17  	21  	1  	44.24 	6.21 	43.66 	3.25 	41.78 	3.25 	36.74 	3.25 	5.04 	0.11 	0.89 	42.72 	3.26
5709	-19  	17  	22  	0  	24.54 	10.90 	19.77 	5.56 	18.90 	5.56 	18.90 	5.56 	0.00 	0.00 	0.00 	19.04 	5.53
5710	-19  	17  	23  	1  	85.37 	3.34 	78.47 	0.52 	75.25 	0.52 	91.99 	0.52 	16.74 	0.52 	0.98 	79.00 	0.52
5711	-19  	17  	24  	1  	35.68 	6.15 	29.68 	1.35 	28.25 	1.35 	33.31 	1.35 	5.06 	1.35 	0.86 	29.68 	1.35
5712	-19  	17  	26  	1  	15.53 	14.53 	14.41 	0.73 	13.23 	0.73 	4.87 	3.87 	18.10 	3.87 	0.27 	14.89 	0.78
5713	-19  	17  	27  	1  	50.03 	4.48 	55.65 	5.08 	49.98 	5.08 	46.36 	5.08 	3.61 	1.94 	0.96 	55.90 	5.09
5714	-19  	18  	1  	1  	66.00 	3.92 	44.13 	0.44 	42.47 	0.44 	73.14 	0.44 	30.68 	0.44 	0.88 	42.24 	0.42
5715	-19  	18  	2  	1  	19.21 	13.82 	53.45 	0.38 	51.41 	0.38 	31.75 	3.52 	83.16 	3.52 	0.51 	52.52 	0.39
5716	-19  	18  	3  	1  	190.49 	4.41 	197.13 	0.52 	189.63 	0.52 	187.90 	0.52 	1.73 	3.66 	0.99 	196.21 	0.51
5717	-19  	18  	4  	0  	153.50 	2.88 	169.97 	1.27 	163.66 	1.27 	163.66 	1.27 	0.00 	0.00 	0.00 	167.39 	1.27
5718	-19  	18  	5  	1  	75.84 	3.46 	112.18 	2.46 	108.20 	2.46 	37.64 	2.46 	70.55 	5.60 	0.96 	109.78 	2.45
5719	-19  	18  	6  	1  	71.46 	4.38 	100.31 	1.27 	96.73 	1.27 	39.29 	1.27 	57.44 	4.42 	0.95 	103.97 	1.30
5720	-19  	18  	8  	1  	162.21 	3.51 	158.95 	4.33 	153.05 	4.33 	166.56 	4.33 	13.52 	4.33 	0.99 	160.26 	4.35
5721	-19  	18  	9  	0  	62.42 	3.23 	6.05 	4.66 	5.82 	4.66 	5.82 	4.66 	0.00 	0.00 	0.00 	7.58 	4.35
5722	-19  	18  	10  	1  	111.62 	3.39 	107.84 	4.12 	103.63 	4.12 	111.24 	4.12 	7.61 	4.12 	0.96 	106.16 	4.12
5723	-19  	18  	11  	0  	83.68 	2.80 	92.27 	3.87 	89.51 	3.87 	89.51 	3.87 	0.00 	0.00 	0.00 	94.04 	3.86
5724	-19  	18  	12  	1  	60.90 	2.63 	42.33 	2.07 	41.49 	2.07 	62.48 	2.07 	20.99 	2.07 	0.85 	43.12 	2.04
5725	-19  	18  	13  	1  	38.10 	1.61 	36.29 	3.73 	35.83 	3.73 	20.85 	3.73 	14.98 	0.59 	0.74 	35.19 	3.79
5726	-19  	18  	14  	1  	52.26 	5.53 	32.64 	3.43 	31.94 	3.43 	49.70 	3.43 	17.76 	3.43 	0.78 	30.76 	3.45
5727	-19  	18  	15  	1  	43.20 	5.22 	42.90 	3.85 	41.58 	3.85 	27.15 	3.85 	14.43 	0.71 	0.80 	43.68 	3.87
5728	-19  	18  	16  	0  	56.60 	4.97 	26.24 	3.47 	25.49 	3.47 	25.49 	3.47 	0.00 	0.00 	0.00 	25.77 	3.52
5729	-19  	18  	17  	1  	54.16 	5.75 	54.15 	1.39 	52.72 	1.39 	45.08 	1.39 	7.64 	4.53 	0.90 	52.51 	1.39
5730	-19  	18  	18  	1  	66.37 	7.97 	58.86 	2.25 	57.01 	2.25 	66.27 	2.25 	9.26 	2.25 	0.93 	59.09 	2.27
5731	-19  	18  	19  	0  	79.75 	3.86 	66.04 	3.66 	63.58 	3.66 	63.58 	3.66 	0.00 	0.00 	0.00 	65.61 	3.66
5732	-19  	18  	20  	1  	66.78 	3.96 	44.92 	2.08 	42.95 	2.08 	82.00 	2.08 	39.05 	2.08 	0.94 	44.81 	2.07
5733	-19  	18  	21  	1  	26.26 	10.20 	15.01 	2.32 	14.36 	2.32 	8.22 	2.32 	6.14 	5.46 	0.43 	15.81 	2.29
5734	-19  	18  	22  	0  	79.32 	3.59 	67.99 	0.08 	65.20 	0.08 	65.20 	0.08 	0.00 	0.00 	0.00 	67.60 	0.06
5735	-19  	18  	23  	1  	49.38 	5.16 	30.89 	5.11 	29.44 	5.11 	60.63 	5.11 	31.19 	5.11 	0.91 	30.41 	5.11
5736	-19  	18  	24  	1  	53.17 	4.18 	54.74 	0.61 	50.12 	0.61 	51.95 	0.61 	1.82 	0.61 	0.96 	54.70 	0.62
5737	-19  	18  	26  	1  	39.78 	6.66 	43.22 	5.93 	38.95 	5.93 	35.11 	5.93 	3.84 	2.78 	0.93 	43.17 	5.91
5738	-19  	19  	1  	1  	124.32 	3.27 	87.46 	2.11 	84.14 	2.11 	155.00 	2.11 	70.87 	2.11 	0.96 	89.30 	2.15
5739	-19  	19  	2  	1  	84.00 	3.29 	83.23 	3.61 	80.07 	3.62 	77.90 	3.62 	2.18 	0.47 	0.94 	84.42 	3.64
5740	-19  	19  	3  	1  	120.12 	3.53 	115.18 	2.80 	110.81 	2.80 	122.28 	2.80 	11.47 	2.80 	0.97 	117.68 	2.80
5741	-19  	19  	4  	1  	88.59 	3.54 	75.31 	1.01 	72.44 	1.01 	93.41 	1.01 	20.98 	1.01 	0.94 	74.87 	0.99
5742	-19  	19  	5  	1  	25.20 	10.72 	48.71 	1.03 	46.83 	1.03 	19.61 	4.17 	66.44 	4.17 	0.54 	45.07 	0.99
5743	-19  	19  	6  	1  	59.67 	3.98 	30.27 	4.49 	29.09 	4.49 	55.27 	4.49 	26.18 	4.49 	0.71 	27.49 	4.39
5744	-19  	19  	7  	1  	134.01 	4.97 	107.49 	4.17 	103.64 	4.17 	156.21 	4.17 	52.57 	4.17 	0.97 	107.74 	4.19
5745	-19  	19  	8  	1  	75.70 	3.29 	85.37 	5.59 	82.80 	5.59 	58.99 	5.59 	23.81 	2.45 	0.94 	83.69 	5.57
5746	-19  	19  	9  	1  	47.75 	4.05 	62.80 	4.33 	61.34 	4.33 	21.54 	4.33 	39.81 	1.19 	0.87 	61.62 	4.30
5747	-19  	19  	10  	1  	27.43 	7.37 	58.30 	0.07 	57.41 	0.07 	16.58 	3.22 	73.99 	3.22 	0.74 	59.20 	0.07
5748	-19  	19  	11  	1  	58.28 	2.90 	38.48 	0.97 	37.93 	0.97 	61.29 	0.97 	23.36 	0.97 	0.85 	35.18 	0.89
5749	-19  	19  	12  	1  	102.87 	2.97 	100.88 	3.98 	98.72 	3.98 	100.77 	3.98 	2.06 	3.98 	0.97 	101.26 	3.97
5750	-19  	19  	13  	1  	26.49 	1.85 	50.90 	1.78 	49.40 	1.78 	11.29 	4.92 	60.69 	4.92 	0.72 	50.66 	1.79
5751	-19  	19  	14  	1  	95.53 	3.52 	76.89 	0.44 	74.63 	0.44 	108.45 	0.44 	33.82 	0.44 	0.96 	77.44 	0.45
5752	-19  	19  	15  	1  	125.20 	3.24 	106.29 	6.20 	103.45 	6.20 	141.83 	6.20 	38.38 	6.20 	0.98 	107.22 	6.21
5753	-19  	19  	16  	1  	65.61 	3.67 	57.64 	5.57 	55.98 	5.57 	66.21 	5.57 	10.23 	5.57 	0.93 	56.83 	5.54
5754	-19  	19  	17  	0  	105.37 	3.67 	92.21 	0.30 	89.11 	0.30 	89.11 	0.30 	0.00 	0.00 	0.00 	91.96 	0.30
5755	-19  	19  	18  	1  	42.20 	7.02 	27.79 	4.01 	26.70 	4.01 	38.63 	4.01 	11.93 	4.01 	0.77 	27.02 	4.03
5756	-19  	19  	19  	1  	84.89 	3.82 	79.92 	5.78 	76.38 	5.78 	88.86 	5.78 	12.48 	5.78 	0.97 	79.00 	5.78
5757	-19  	19  	20  	1  	25.63 	9.69 	37.91 	5.80 	36.27 	5.80 	2.79 	5.80 	33.48 	2.65 	0.76 	37.37 	5.78
5758	-19  	19  	21  	1  	29.78 	7.91 	22.46 	6.26 	21.55 	6.26 	20.83 	6.26 	0.72 	3.12 	0.71 	23.00 	6.25
5759	-19  	19  	22  	1  	50.78 	13.17 	26.12 	3.71 	24.83 	3.71 	59.12 	3.71 	34.29 	3.71 	0.83 	26.39 	3.70
5760	-19  	19  	24  	1  	29.90 	7.21 	26.41 	1.97 	24.23 	1.97 	25.73 	1.97 	1.50 	1.97 	0.84 	26.41 	1.97
5761	-19  	19  	25  	1  	3.51 	49.12 	18.13 	0.26 	16.36 	0.26 	16.28 	3.40 	32.64 	3.40 	0.01 	18.42 	0.26
5762	-19  	20  	1  	1  	37.26 	6.85 	25.97 	1.12 	25.40 	1.12 	14.90 	1.12 	10.50 	4.26 	0.54 	25.15 	1.06
5763	-19  	20  	2  	0  	124.07 	3.12 	117.53 	1.06 	114.84 	1.06 	114.84 	1.06 	0.00 	0.00 	0.00 	119.25 	1.07
5764	-19  	20  	3  	1  	33.69 	6.74 	61.58 	6.07 	60.19 	6.07 	6.95 	2.93 	67.13 	2.93 	0.79 	61.71 	6.04
5765	-19  	20  	4  	1  	119.87 	3.14 	119.91 	5.20 	117.35 	5.20 	116.45 	5.20 	0.91 	2.05 	0.98 	121.09 	5.20
5766	-19  	20  	5  	1  	54.01 	4.12 	57.42 	3.41 	56.33 	3.41 	38.82 	3.41 	17.51 	0.27 	0.88 	58.08 	3.36
5767	-19  	20  	6  	1  	85.15 	4.03 	56.62 	2.98 	55.75 	2.98 	102.60 	2.98 	46.85 	2.98 	0.93 	56.92 	2.98
5768	-19  	20  	7  	1  	93.74 	2.54 	50.94 	2.34 	50.38 	2.34 	124.96 	2.34 	74.58 	2.34 	0.94 	47.64 	2.33
5769	-19  	20  	8  	1  	34.87 	5.85 	33.23 	1.69 	32.73 	1.69 	13.85 	1.69 	18.88 	4.83 	0.67 	33.39 	1.66
5770	-19  	20  	10  	1  	60.99 	3.18 	53.37 	5.43 	52.00 	5.43 	57.45 	5.43 	5.45 	5.43 	0.90 	52.32 	5.47
5771	-19  	20  	12  	1  	71.05 	2.52 	60.40 	3.67 	58.65 	3.67 	73.35 	3.67 	14.70 	3.67 	0.93 	61.44 	3.66
5772	-19  	20  	13  	1  	61.83 	2.85 	38.61 	1.02 	37.57 	1.02 	71.03 	1.02 	33.46 	1.02 	0.88 	38.66 	1.04
5773	-19  	20  	14  	1  	131.07 	3.52 	113.90 	0.65 	110.72 	0.65 	146.93 	0.65 	36.21 	0.65 	0.98 	115.09 	0.65
5774	-19  	20  	15  	1  	106.99 	3.17 	85.18 	2.03 	82.45 	2.03 	125.85 	2.03 	43.40 	2.03 	0.97 	84.05 	2.04
5775	-19  	20  	16  	1  	67.92 	4.85 	53.68 	2.93 	51.71 	2.93 	75.41 	2.93 	23.70 	2.93 	0.94 	53.72 	2.94
5776	-19  	20  	17  	0  	49.24 	5.65 	60.89 	3.04 	58.31 	3.04 	58.31 	3.04 	0.00 	0.00 	0.00 	60.98 	3.03
5777	-19  	20  	18  	1  	8.41 	30.62 	22.65 	3.82 	21.66 	3.82 	20.43 	0.68 	42.09 	0.68 	0.07 	23.15 	3.82
5778	-19  	20  	19  	1  	87.72 	3.78 	79.98 	5.60 	76.54 	5.60 	95.18 	5.60 	18.63 	5.60 	0.98 	79.52 	5.61
5779	-19  	20  	20  	1  	33.36 	8.44 	44.34 	0.36 	42.58 	0.36 	16.37 	0.36 	26.21 	3.50 	0.88 	44.51 	0.35
5780	-19  	20  	21  	1  	36.06 	6.63 	23.12 	0.49 	21.83 	0.49 	37.06 	0.49 	15.23 	0.49 	0.82 	22.36 	0.49
5781	-19  	20  	22  	1  	35.94 	7.27 	29.73 	5.10 	27.23 	5.10 	35.00 	5.10 	7.77 	5.10 	0.87 	28.92 	5.10
5782	-19  	20  	23  	1  	26.41 	9.20 	6.78 	4.35 	6.22 	4.35 	10.63 	4.35 	4.40 	4.35 	0.32 	6.47 	4.38
5783	-19  	20  	24  	1  	31.99 	5.33 	30.13 	4.94 	27.18 	4.94 	29.30 	4.94 	2.12 	4.94 	0.88 	29.92 	4.94
5784	-19  	21  	1  	1  	77.67 	4.24 	85.09 	3.90 	83.24 	3.90 	64.51 	3.90 	18.73 	0.76 	0.95 	84.94 	3.89
5785	-19  	21  	2  	0  	131.98 	3.27 	127.12 	4.34 	124.44 	4.34 	124.44 	4.34 	0.00 	0.00 	0.00 	128.89 	4.35
5786	-19  	21  	3  	1  	77.32 	3.81 	59.19 	3.27 	57.94 	3.27 	85.71 	3.27 	27.77 	3.27 	0.93 	60.11 	3.24
5787	-19  	21  	4  	1  	44.41 	5.55 	57.09 	5.17 	55.82 	5.17 	20.66 	5.17 	35.16 	2.02 	0.86 	56.29 	5.14
5788	-19  	21  	5  	1  	33.32 	8.47 	27.95 	2.09 	27.28 	2.09 	9.86 	2.09 	17.43 	5.24 	0.56 	29.17 	2.10
